node_id,node_type,label,department,year
A0053,Address,"152 Example St, Area North Campus",Housing,
A0054,Address,"153 Example St, Area Uptown",Housing,
A0055,Address,"154 Example St, Area West Village",Housing,
A0056,Address,"155 Example St, Area Downtown",Housing,
A0057,Address,"156 Example St, Area North Campus",Housing,
A0058,Address,"157 Example St, Area West Village",Housing,
A0059,Address,"158 Example St, Area North Campus",Housing,
A0060,Address,"159 Example St, Area Downtown",Housing,
A0061,Address,"160 Example St, Area East Village",Housing,
A0062,Address,"161 Example St, Area Uptown",Housing,
A0063,Address,"162 Example St, Area Downtown",Housing,
A0064,Address,"163 Example St, Area East Village",Housing,
A0065,Address,"164 Example St, Area Downtown",Housing,
A0066,Address,"165 Example St, Area South Campus",Housing,
A0067,Address,"166 Example St, Area Uptown",Housing,
A0068,Address,"167 Example St, Area North Campus",Housing,
A0069,Address,"168 Example St, Area North Campus",Housing,
A0070,Address,"169 Example St, Area Uptown",Housing,
A0071,Address,"170 Example St, Area South Campus",Housing,
A0072,Address,"171 Example St, Area East Village",Housing,
A0073,Address,"172 Example St, Area North Campus",Housing,
A0074,Address,"173 Example St, Area South Campus",Housing,
A0075,Address,"174 Example St, Area North Campus",Housing,
A0076,Address,"175 Example St, Area West Village",Housing,
A0077,Address,"176 Example St, Area East Village",Housing,
A0078,Address,"177 Example St, Area West Village",Housing,
A0079,Address,"178 Example St, Area Uptown",Housing,
A0080,Address,"179 Example St, Area East Village",Housing,
A0081,Address,"180 Example St, Area South Campus",Housing,
A0082,Address,"181 Example St, Area East Village",Housing,
A0083,Address,"182 Example St, Area East Village",Housing,
A0084,Address,"183 Example St, Area South Campus",Housing,
A0085,Address,"184 Example St, Area Uptown",Housing,
A0086,Address,"185 Example St, Area East Village",Housing,
A0087,Address,"186 Example St, Area Uptown",Housing,
A0088,Address,"187 Example St, Area Uptown",Housing,
A0089,Address,"188 Example St, Area Uptown",Housing,
A0090,Address,"189 Example St, Area North Campus",Housing,
A0091,Address,"190 Example St, Area Downtown",Housing,
A0092,Address,"191 Example St, Area Uptown",Housing,
A0093,Address,"192 Example St, Area South Campus",Housing,
A0094,Address,"193 Example St, Area Downtown",Housing,
A0095,Address,"194 Example St, Area Uptown",Housing,
A0096,Address,"195 Example St, Area South Campus",Housing,
A0097,Address,"196 Example St, Area South Campus",Housing,
A0098,Address,"197 Example St, Area West Village",Housing,
A0099,Address,"198 Example St, Area West Village",Housing,
A0100,Address,"199 Example St, Area East Village",Housing,
A0101,Address,"200 Example St, Area Uptown",Housing,
A0102,Address,"201 Example St, Area Uptown",Housing,
A0103,Address,"202 Example St, Area Downtown",Housing,
A0104,Address,"203 Example St, Area South Campus",Housing,
A0105,Address,"204 Example St, Area Uptown",Housing,
A0106,Address,"205 Example St, Area East Village",Housing,
A0107,Address,"206 Example St, Area North Campus",Housing,
A0108,Address,"207 Example St, Area South Campus",Housing,
A0109,Address,"208 Example St, Area North Campus",Housing,
A0110,Address,"209 Example St, Area East Village",Housing,
A0111,Address,"210 Example St, Area West Village",Housing,
A0112,Address,"211 Example St, Area East Village",Housing,
A0113,Address,"212 Example St, Area North Campus",Housing,
A0114,Address,"213 Example St, Area South Campus",Housing,
A0115,Address,"214 Example St, Area Downtown",Housing,
A0116,Address,"215 Example St, Area Uptown",Housing,
A0117,Address,"216 Example St, Area East Village",Housing,
A0118,Address,"217 Example St, Area South Campus",Housing,
A0119,Address,"218 Example St, Area Uptown",Housing,
A0120,Address,"219 Example St, Area West Village",Housing,
A0121,Address,"220 Example St, Area West Village",Housing,
A0122,Address,"221 Example St, Area Uptown",Housing,
A0123,Address,"222 Example St, Area West Village",Housing,
A0124,Address,"223 Example St, Area South Campus",Housing,
A0125,Address,"224 Example St, Area East Village",Housing,
SUSP1,Suspect,Bartender Jill,External,
